Job Name,label,Company Name,Job Type,Experience Required,Department,JD,City,Date Posted,Skills_List,Normalized_Skills,clean_jd,month,JD_cleaned,Experience_Years,IT_Skills,CS_Skills,IT_Skills_Count,CS_Skills_Count,Python_Demand,ML_Demand,DataScience_Demand,Cloud_Demand,Skill_Gap_Score,Combined_Text,High_Demand,Demand_Score,JD_Cleaned,Extracted_Skills,Cleaned_JD,Exp_Years,City_Code,Dept_Code,Estimated_Salary
Full Time Sr. Backend Developer Jobs in Pakistan,Hot Job,"Magnus Mage (Pvt.) Ltd., Pakistan",Full Time Job,1 Year Job Exp.,Computer Software Jobs,"We are looking for Backend Developers (NodeJS/GOlang) against permanent positions. Required expertise includes development of all server-side logic, definition and maintenance of the central database, while ensuring high performance.Experience:1+ yea",Lahore,2021-03-15,"['we are looking for backend developers (nodejs/golang) against permanent positions', 'required expertise includes development of all server-side logic', 'definition and maintenance of the central database', 'while ensuring high performance', 'experience:1+ yea']","['we are looking for backend developers (nodejs/golang) against permanent positions', 'required expertise includes development of all server-side logic', 'definition and maintenance of the central database', 'while ensuring high performance', 'experience:+ yea']",we are looking for backend developers nodejs golang against permanent positions required expertise includes development of all server side logic definition and maintenance of the central database while ensuring high performance experience 1 yea,2021-03,we are looking for backend developers nodejs golang against permanent positions required expertise includes development of all server-side logic definition and maintenance of the central database while ensuring high performance experience 1 yea,1,"['ai', 'nodejs', 'database']",[],3,0,0,0,0,0,1.0499999999999998,"Full Time Sr. Backend Developer Jobs in Pakistan We are looking for Backend Developers (NodeJS/GOlang) against permanent positions. Required expertise includes development of all server-side logic, definition and maintenance of the central database, while ensuring high performance.Experience:1+ yea Computer Software Jobs",1,1.0,we are looking for backend developers nodejs golang against permanent positions required expertise includes development of all server side logic definition and maintenance of the central database while ensuring high performance experience 1 yea,['r'],we are looking for backend developers nodejsgolang against permanent positions required expertise includes development of all serverside logic definition and maintenance of the central database while ensuring high performanceexperience yea,1,49,20,80000
Online Full Time Customer Sales Representative CSR Jobs in Pakistan,Hot Job,"Techative SMC(Private) Limited, Pakistan",Full Time Job,1 Year Job Exp.,Customer Service,Techative SMC(Private) Limited is looking for experienced and fresh Customer Sales Representative candidates to apply for a Remote and on-location Position for a US-based Final Expense Program. A good candidate must have excellent communication skill,Islamabad,2021-03-12,"['techative smc(private) limited is looking for experienced and fresh customer sales representative candidates to apply for a remote and on-location position for a us-based final expense program', 'a good candidate must have excellent communication skill']","['techative smc(private) limited is looking for experienced and fresh customer sales representative candidates to apply for a remote and on-location position for a us-based final expense program', 'a good candidate must have excellent communication skill']",techative smc private limited is looking for experienced and fresh customer sales representative candidates to apply for a remote and on location position for a us based final expense program a good candidate must have excellent communication skill,2021-03,techative smc private limited is looking for experienced and fresh customer sales representative candidates to apply for a remote and on-location position for a us-based final expense program a good candidate must have excellent communication skill,1,[],"['communication', 'sales']",0,2,0,0,0,0,0.3,Online Full Time Customer Sales Representative CSR Jobs in Pakistan Techative SMC(Private) Limited is looking for experienced and fresh Customer Sales Representative candidates to apply for a Remote and on-location Position for a US-based Final Expense Program. A good candidate must have excellent communication skill Customer Service,0,3.4407572023032024e-29,techative smc private limited is looking for experienced and fresh customer sales representative candidates to apply for a remote and on location position for a us based final expense program a good candidate must have excellent communication skill,"['communication', 'r', 'excel']",techative smcprivate limited is looking for experienced and fresh customer sales representative candidates to apply for a remote and onlocation position for a usbased final expense program a good candidate must have excellent communication skill,1,37,27,60000
Full Time Client Relationship Executive Jobs in Pakistan,Hot Job,"HG Markets Pvt Ltd, Pakistan",Full Time Job,< 1 Year,Sales Jobs,To generate quality leads that result in sales.Cold calling to arrange meetings with potential customers to prospect for business.Work with team to achieve sales performance targets.Develop and maintain client portfolioOnline commodity Trading (Train,Lahore,2021-03-12,"['to generate quality leads that result in sales', 'cold calling to arrange meetings with potential customers to prospect for business', 'work with team to achieve sales performance targets', 'develop and maintain client portfolioonline commodity trading (train']","['to generate quality leads that result in sales', 'cold calling to arrange meetings with potential customers to prospect for business', 'work with team to achieve sales performance targets', 'develop and maintain client portfolioonline commodity trading (train']",to generate quality leads that result in sales cold calling to arrange meetings with potential customers to prospect for business work with team to achieve sales performance targets develop and maintain client portfolioonline commodity trading train,2021-03,to generate quality leads that result in sales cold calling to arrange meetings with potential customers to prospect for business work with team to achieve sales performance targets develop and maintain client portfolioonline commodity trading train,1,['ai'],['sales'],1,1,0,0,0,0,0.6666666666666666,Full Time Client Relationship Executive Jobs in Pakistan To generate quality leads that result in sales.Cold calling to arrange meetings with potential customers to prospect for business.Work with team to achieve sales performance targets.Develop and maintain client portfolioOnline commodity Trading (Train Sales Jobs,0,9.99571849924941e-33,to generate quality leads that result in sales cold calling to arrange meetings with potential customers to prospect for business work with team to achieve sales performance targets develop and maintain client portfolioonline commodity trading train,['r'],to generate quality leads that result in salescold calling to arrange meetings with potential customers to prospect for businesswork with team to achieve sales performance targetsdevelop and maintain client portfolioonline commodity trading train,1,49,93,60000
Full Time Business Development Executive - BDE Jobs in Pakistan,Hot Job,"HG Markets Pvt Ltd, Pakistan",Full Time Job,< 1 Year,Sales Jobs,To generate quality leads that result in sales.Cold calling to arrange meetings with potential customers to prospect for business.Work with team to achieve sales performance targets.Develop and maintain client portfolioOnline commodity Trading (Train,Lahore,2021-03-12,"['to generate quality leads that result in sales', 'cold calling to arrange meetings with potential customers to prospect for business', 'work with team to achieve sales performance targets', 'develop and maintain client portfolioonline commodity trading (train']","['to generate quality leads that result in sales', 'cold calling to arrange meetings with potential customers to prospect for business', 'work with team to achieve sales performance targets', 'develop and maintain client portfolioonline commodity trading (train']",to generate quality leads that result in sales cold calling to arrange meetings with potential customers to prospect for business work with team to achieve sales performance targets develop and maintain client portfolioonline commodity trading train,2021-03,to generate quality leads that result in sales cold calling to arrange meetings with potential customers to prospect for business work with team to achieve sales performance targets develop and maintain client portfolioonline commodity trading train,1,['ai'],['sales'],1,1,0,0,0,0,0.6666666666666666,Full Time Business Development Executive - BDE Jobs in Pakistan To generate quality leads that result in sales.Cold calling to arrange meetings with potential customers to prospect for business.Work with team to achieve sales performance targets.Develop and maintain client portfolioOnline commodity Trading (Train Sales Jobs,0,3.782848084805634e-33,to generate quality leads that result in sales cold calling to arrange meetings with potential customers to prospect for business work with team to achieve sales performance targets develop and maintain client portfolioonline commodity trading train,['r'],to generate quality leads that result in salescold calling to arrange meetings with potential customers to prospect for businesswork with team to achieve sales performance targetsdevelop and maintain client portfolioonline commodity trading train,1,49,93,60000
Full Time BDE - Business Development Executive Jobs in Pakistan,Hot Job,"HG Markets Pvt Ltd, Pakistan",Full Time Job,< 1 Year,Sales Jobs,To generate quality leads that result in sales.Cold calling to arrange meetings with potential customers to prospect for business.Work with team to achieve sales performance targets.Develop and maintain client portfolioOnline commodity Trading (Train,Lahore,2021-03-05,"['to generate quality leads that result in sales', 'cold calling to arrange meetings with potential customers to prospect for business', 'work with team to achieve sales performance targets', 'develop and maintain client portfolioonline commodity trading (train']","['to generate quality leads that result in sales', 'cold calling to arrange meetings with potential customers to prospect for business', 'work with team to achieve sales performance targets', 'develop and maintain client portfolioonline commodity trading (train']",to generate quality leads that result in sales cold calling to arrange meetings with potential customers to prospect for business work with team to achieve sales performance targets develop and maintain client portfolioonline commodity trading train,2021-03,to generate quality leads that result in sales cold calling to arrange meetings with potential customers to prospect for business work with team to achieve sales performance targets develop and maintain client portfolioonline commodity trading train,1,['ai'],['sales'],1,1,0,0,0,0,0.6666666666666666,Full Time BDE - Business Development Executive Jobs in Pakistan To generate quality leads that result in sales.Cold calling to arrange meetings with potential customers to prospect for business.Work with team to achieve sales performance targets.Develop and maintain client portfolioOnline commodity Trading (Train Sales Jobs,0,5.572248401106692e-33,to generate quality leads that result in sales cold calling to arrange meetings with potential customers to prospect for business work with team to achieve sales performance targets develop and maintain client portfolioonline commodity trading train,['r'],to generate quality leads that result in salescold calling to arrange meetings with potential customers to prospect for businesswork with team to achieve sales performance targetsdevelop and maintain client portfolioonline commodity trading train,1,49,93,60000
Full Time Assistant HR Manager Job in Pakistan,Normal Job,,Full Time Job,1 Year Job Exp.,Computer Software Job,"Looking for a go-getter, problem solving eager beaver, who will assist the HR and Admin functions in seamless running of our operations. From recruitment of exceptional talent to ensuring office facilities are running smoothly, this person will be at",Lahore,2021-03-15,"['looking for a go-getter', 'problem solving eager beaver', 'who will assist the hr and admin functions in seamless running of our operations', 'from recruitment of exceptional talent to ensuring office facilities are running smoothly', 'this person will be at']","['looking for a go-getter', 'problem solving eager beaver', 'who will assist the hr and admin functions in seamless running of our operations', 'from recruitment of exceptional talent to ensuring office facilities are running smoothly', 'this person will be at']",looking for a go getter problem solving eager beaver who will assist the hr and admin functions in seamless running of our operations from recruitment of exceptional talent to ensuring office facilities are running smoothly this person will be at,2021-03,looking for a go-getter problem solving eager beaver who will assist the hr and admin functions in seamless running of our operations from recruitment of exceptional talent to ensuring office facilities are running smoothly this person will be at,1,[],['problem solving'],0,1,0,0,0,0,0.15,"Full Time Assistant HR Manager Job in Pakistan Looking for a go-getter, problem solving eager beaver, who will assist the HR and Admin functions in seamless running of our operations. From recruitment of exceptional talent to ensuring office facilities are running smoothly, this person will be at Computer Software Job",0,2.694321226515474e-22,looking for a go getter problem solving eager beaver who will assist the hr and admin functions in seamless running of our operations from recruitment of exceptional talent to ensuring office facilities are running smoothly this person will be at,"['problem solving', 'r']",looking for a gogetter problem solving eager beaver who will assist the hr and admin functions in seamless running of our operations from recruitment of exceptional talent to ensuring office facilities are running smoothly this person will be at,1,49,19,80000
Online Full Time Associate Software Engineer - Backend (0-1.5 years experience) Job in Pakistan,Normal Job,,Full Time Job,1 Year Job Exp.,Engineering Job,"What You'll Do:Write, test, and document code. Can be new code in bootcamps or be on an existing projectUnderstand team codebase, product area and systems. Makes suggestions to fix amp; improve things.Work with a mentor in bootcamps to get themselves",Islamabad,2021-03-15,"[""what you'll do:write"", 'test', 'and document code', 'can be new code in bootcamps or be on an existing projectunderstand team codebase', 'product area and systems', 'makes suggestions to fix amp', 'improve things', 'work with a mentor in bootcamps to get themselves']","[""what you'll do:write"", 'test', 'and document code', 'can be new code in bootcamps or be on an existing projectunderstand team codebase', 'product area and systems', 'makes suggestions to fix amp', 'improve things', 'work with a mentor in bootcamps to get themselves']",what you ll do write test and document code can be new code in bootcamps or be on an existing projectunderstand team codebase product area and systems makes suggestions to fix amp improve things work with a mentor in bootcamps to get themselves,2021-03,what you ll do write test and document code can be new code in bootcamps or be on an existing projectunderstand team codebase product area and systems makes suggestions to fix amp improve things work with a mentor in bootcamps to get themselves,1,[],[],0,0,0,0,0,0,0.0,"Online Full Time Associate Software Engineer - Backend (0-1.5 years experience) Job in Pakistan What You'll Do:Write, test, and document code. Can be new code in bootcamps or be on an existing projectUnderstand team codebase, product area and systems. Makes suggestions to fix amp; improve things.Work with a mentor in bootcamps to get themselves Engineering Job",0,8.984226686369285e-27,what you ll do write test and document code can be new code in bootcamps or be on an existing projectunderstand team codebase product area and systems makes suggestions to fix amp improve things work with a mentor in bootcamps to get themselves,['r'],what youll dowrite test and document code can be new code in bootcamps or be on an existing projectunderstand team codebase product area and systems makes suggestions to fix amp improve thingswork with a mentor in bootcamps to get themselves,1,37,35,60000
Full Time Associate Software Engineer - Frontend (0-1.5 years experience) Job in Pakistan,Normal Job,,Full Time Job,1 Year Job Exp.,Engineering Job,"What You'll Do:Write, test, and document code. Can be new code in bootcamps or be on an existing projectUnderstand team codebase, product area and systems. Makes suggestions to fix amp; improve things.Work with a mentor in bootcamps to get themselves",Islamabad,2021-03-15,"[""what you'll do:write"", 'test', 'and document code', 'can be new code in bootcamps or be on an existing projectunderstand team codebase', 'product area and systems', 'makes suggestions to fix amp', 'improve things', 'work with a mentor in bootcamps to get themselves']","[""what you'll do:write"", 'test', 'and document code', 'can be new code in bootcamps or be on an existing projectunderstand team codebase', 'product area and systems', 'makes suggestions to fix amp', 'improve things', 'work with a mentor in bootcamps to get themselves']",what you ll do write test and document code can be new code in bootcamps or be on an existing projectunderstand team codebase product area and systems makes suggestions to fix amp improve things work with a mentor in bootcamps to get themselves,2021-03,what you ll do write test and document code can be new code in bootcamps or be on an existing projectunderstand team codebase product area and systems makes suggestions to fix amp improve things work with a mentor in bootcamps to get themselves,1,[],[],0,0,0,0,0,0,0.0,"Full Time Associate Software Engineer - Frontend (0-1.5 years experience) Job in Pakistan What You'll Do:Write, test, and document code. Can be new code in bootcamps or be on an existing projectUnderstand team codebase, product area and systems. Makes suggestions to fix amp; improve things.Work with a mentor in bootcamps to get themselves Engineering Job",0,5.649612574978553e-29,what you ll do write test and document code can be new code in bootcamps or be on an existing projectunderstand team codebase product area and systems makes suggestions to fix amp improve things work with a mentor in bootcamps to get themselves,['r'],what youll dowrite test and document code can be new code in bootcamps or be on an existing projectunderstand team codebase product area and systems makes suggestions to fix amp improve thingswork with a mentor in bootcamps to get themselves,1,37,35,60000
Online Full Time Associate Software Engineer - Fullstack (0-1.5 years experience) Job in Pakistan,Normal Job,,Full Time Job,1 Year Job Exp.,Engineering Job,"What You'll Do:Write, test, and document code. Can be new code in bootcamps or be on an existing projectUnderstand team codebase, product area and systems. Makes suggestions to fix amp; improve things.Work with a mentor in bootcamps to get themselves",Islamabad,2021-03-15,"[""what you'll do:write"", 'test', 'and document code', 'can be new code in bootcamps or be on an existing projectunderstand team codebase', 'product area and systems', 'makes suggestions to fix amp', 'improve things', 'work with a mentor in bootcamps to get themselves']","[""what you'll do:write"", 'test', 'and document code', 'can be new code in bootcamps or be on an existing projectunderstand team codebase', 'product area and systems', 'makes suggestions to fix amp', 'improve things', 'work with a mentor in bootcamps to get themselves']",what you ll do write test and document code can be new code in bootcamps or be on an existing projectunderstand team codebase product area and systems makes suggestions to fix amp improve things work with a mentor in bootcamps to get themselves,2021-03,what you ll do write test and document code can be new code in bootcamps or be on an existing projectunderstand team codebase product area and systems makes suggestions to fix amp improve things work with a mentor in bootcamps to get themselves,1,[],[],0,0,0,0,0,0,0.0,"Online Full Time Associate Software Engineer - Fullstack (0-1.5 years experience) Job in Pakistan What You'll Do:Write, test, and document code. Can be new code in bootcamps or be on an existing projectUnderstand team codebase, product area and systems. Makes suggestions to fix amp; improve things.Work with a mentor in bootcamps to get themselves Engineering Job",0,2.76740749643015e-28,what you ll do write test and document code can be new code in bootcamps or be on an existing projectunderstand team codebase product area and systems makes suggestions to fix amp improve things work with a mentor in bootcamps to get themselves,['r'],what youll dowrite test and document code can be new code in bootcamps or be on an existing projectunderstand team codebase product area and systems makes suggestions to fix amp improve thingswork with a mentor in bootcamps to get themselves,1,37,35,60000
Full Time Executive Assistant Job in Pakistan,Normal Job,,Full Time Job,1 Year Job Exp.,Admin Job,"Remotebase is looking for our C-suite’s right-hand person, to assist them in ensuring the absolute seamless running of one of the fastest growing and coolest Tech start up in town. You get to directly learn a wide range of things from them, how to st",Lahore,2021-03-15,"['remotebase is looking for our c-suite’s right-hand person', 'to assist them in ensuring the absolute seamless running of one of the fastest growing and coolest tech start up in town', 'you get to directly learn a wide range of things from them', 'how to st']","['remotebase is looking for our c-suite’s right-hand person', 'to assist them in ensuring the absolute seamless running of one of the fastest growing and coolest tech start up in town', 'you get to directly learn a wide range of things from them', 'how to st']",remotebase is looking for our c suite s right hand person to assist them in ensuring the absolute seamless running of one of the fastest growing and coolest tech start up in town you get to directly learn a wide range of things from them how to st,2021-03,remotebase is looking for our c-suite s right-hand person to assist them in ensuring the absolute seamless running of one of the fastest growing and coolest tech start up in town you get to directly learn a wide range of things from them how to st,1,[],[],0,0,0,0,0,0,0.0,"Full Time Executive Assistant Job in Pakistan Remotebase is looking for our C-suite’s right-hand person, to assist them in ensuring the absolute seamless running of one of the fastest growing and coolest Tech start up in town. You get to directly learn a wide range of things from them, how to st Admin Job",0,7.685599112234736e-38,remotebase is looking for our c suite s right hand person to assist them in ensuring the absolute seamless running of one of the fastest growing and coolest tech start up in town you get to directly learn a wide range of things from them how to st,['r'],remotebase is looking for our csuites righthand person to assist them in ensuring the absolute seamless running of one of the fastest growing and coolest tech start up in town you get to directly learn a wide range of things from them how to st,1,49,2,60000
